ts,game_id,langs_top10
2026-09-26T01:04:01Z,509658,en:176866|es:27613|pt:26090|ru:14861|fr:9121|de:8513|zh:4102|it:3730|ja:2811|other:1281
2026-09-26T01:04:01Z,32982,en:130857|de:14341|pt:9495|fr:8732|ru:879|it:859|es:624|el:303|nl:96|sv:82
2026-09-26T01:04:01Z,18122,en:67896|es:2245|de:2013|pt:1343|ru:860|fr:858|cs:114|ko:72|zh:46|it:41
2026-09-26T01:04:01Z,263490,en:53495|ru:1142|es:1077|pt:631|de:385|ja:379|ar:366|fi:320|fr:195|it:126
2026-09-26T01:04:01Z,21779,en:24777|es:9879|pt:7679|de:4343|fr:3545|ja:2362|el:1156|zh:953|ru:888|ko:370
2026-09-26T01:04:01Z,508455,en:52395|es:1056|fr:758|pt:728|de:264|ru:192|pl:71|ja:67|uk:65|hu:15
2026-09-26T01:04:01Z,1338428218,en:45623|pt:7409|de:744|ru:550|fr:174|es:167|pl:29|ja:10|ar:9|nl:7
2026-09-26T01:04:01Z,27471,es:27133|en:20858|pt:1843|pl:1093|de:808|ru:577|fr:182|ja:67|zh:28|uk:24
2026-09-26T01:04:01Z,516575,en:14889|fr:12573|pt:5838|es:3844|pl:2822|ja:1888|de:1116|ru:965|ar:603|zh:390
2026-09-26T01:04:01Z,33214,en:33161|es:4199|pt:2101|de:703|fr:465|ru:375|ar:149|it:121|ja:73|pl:53
2026-09-26T01:04:01Z,743893402,en:26193|pt:3272|ru:2993|de:892|ja:859|fr:830|es:478|zh:271|th:182|pl:110
2026-09-26T01:04:01Z,32399,en:12109|ru:8965|pt:7059|es:2737|pl:2207|el:393|de:284|fr:197|sv:179|uk:152
2026-09-26T01:04:01Z,1264310518,en:27482|pt:2483|es:1029|ar:273|ru:139|ja:83|fr:70|tr:27|de:27|tl:21
2026-09-26T01:04:01Z,123184772,en:13165|de:6086|fr:3860|es:2721|it:2387|pt:2157|ar:1702|ru:832|pl:435|nl:53
2026-09-26T01:04:01Z,515025,en:20172|ja:1355|es:1052|pt:896|ar:397|fr:121|ru:108|de:97|zh:27|no:26
2026-09-26T01:04:01Z,509672,en:12042|fr:5298|es:3503|de:2279|pt:1497|no:541|ru:301|it:287|ja:216|zh:133
2026-09-26T01:04:01Z,491487,en:14659|es:2756|pt:2149|de:572|ja:446|ru:372|fr:284|ar:195|zh:88|pl:55
2026-09-26T01:04:01Z,29595,ru:16689|en:4795|pt:1922|es:280|uk:158|de:27|fr:18|tr:6|other:6|cs:6
2026-09-26T01:04:01Z,1960720223,en:16288|es:2078|ru:1457|fr:895|pt:691|de:518|uk:186|zh:180|it:154|ar:101
2026-09-26T01:04:01Z,513143,en:14504|ja:1911|pt:1427|zh:605|fr:429|es:317|ru:65|de:46|el:23|pl:21
2026-09-26T01:04:01Z,2106755390,de:14803|en:1385|pt:347|fr:264|es:206|ru:74|pl:55|ja:37|it:13|zh:1
2026-09-26T01:04:01Z,512710,en:12925|es:1484|pt:588|de:479|fr:399|ar:266|it:122|uk:21|ru:16|nl:13
2026-09-26T01:04:01Z,498566,en:5938|es:3822|de:3142|pt:2800|fr:636|fi:191|sv:64|da:31|th:1
2026-09-26T01:04:01Z,26936,en:12215|pt:3361|ja:252|fr:138|es:138|other:122|zh:26|de:16|nl:11|ru:10
2026-09-26T01:04:01Z,511224,en:11571|ja:1534|es:458|fr:247|pt:240|zh:187|ru:136|tr:94|it:73|ar:72
2026-09-26T01:04:01Z,30921,en:6966|fr:4427|es:1788|ar:464|pt:229|de:218|pl:32|it:28|ja:20|ru:19
2026-09-26T01:04:01Z,602040818,en:12952|es:33|pt:21|de:14|fr:10|ar:9|ru:4|other:2|ja:2|bg:2
2026-09-26T01:04:01Z,499973,en:9823|fr:1335|es:1018|de:693|ja:228|pt:39|bg:7|ru:4|nl:2|sk:1
2026-09-26T01:04:01Z,1267582829,en:5539|pt:2095|ja:1329|fr:1188|de:598|es:525|zh:335|ru:123|ar:115|it:69
2026-09-26T01:04:01Z,19619,pt:10874|es:924|en:389|pl:71|other:11
2026-09-26T01:04:01Z,29452,pt:5426|ru:1022|es:166|en:22
2026-09-26T01:04:01Z,509659,en:10005|pt:660|es:164|de:80|ja:77|ru:4|other:2
2026-09-26T01:04:01Z,498592,en:1401|de:1343|ru:810|zh:172|ro:162|ar:152|pl:144|no:118|fr:116|bg:76
2026-09-26T01:04:01Z,518203,en:8400|ru:1188|es:72|pt:40|de:39|it:7|nl:1
2026-09-26T01:04:01Z,1669431183,en:6389|de:1799|fr:656|pt:57|es:30|da:13|sv:9|hu:7|other:3|zh:1
2026-09-26T01:04:01Z,493057,en:4572|pt:2496|ru:372|es:327|de:307|tr:147|zh:77|ja:63|el:54|fr:7
2026-09-26T01:04:01Z,509660,en:6522|es:721|pt:233|ja:208|fr:132|zh:108|de:87|ru:75|other:39|ar:5
2026-09-26T01:04:01Z,460630,en:5698|pt:1721|es:186|de:169|fr:154|ja:24|it:14|pl:12|ar:12|ru:1
2026-09-26T01:04:01Z,27546,en:7669|pl:103|ja:98|es:88|uk:40|ru:33|de:29|pt:23|zh:17|tr:16
2026-09-26T01:04:01Z,380978759,en:6631|ja:1166|ru:326|zh:37|es:33|pt:30
2026-09-26T01:04:01Z,499003,en:8020|es:111|ja:94|pt:90|fr:55|ru:9|other:9
2026-09-26T01:04:01Z,2132205352,en:6663|ru:1117|pt:209|es:98|ja:41|fr:20|other:7|ar:5|sv:1|de:1
2026-09-26T01:04:01Z,521885043,en:8041
2026-09-26T01:04:01Z,464339927,en:6415|ru:266|es:227|de:222|pt:190|ja:118|fr:114|it:104|ar:27|pl:23
2026-09-26T01:04:01Z,27284,en:5768|pt:513|es:371|ru:297|fr:223|ja:182|other:9|de:3|zh:1|tl:1
2026-09-26T01:04:01Z,491931,en:6344|ja:469|ru:231|de:173|pt:157|es:98|fr:83|it:31|tr:11|pl:4
2026-09-26T01:04:01Z,1469308723,es:6959|en:595|pt:31|de:18|ru:14|ja:12|fr:8|other:6|zh:5
2026-09-26T01:04:01Z,66170,en:5805|es:669|pt:614|ja:60|zh:48|fr:48|de:21|ru:15|pl:9|ar:1
2026-09-26T01:04:01Z,513181,en:4682|pt:1069|es:721|ja:233|ru:192|fr:36|de:30|ar:18|it:13|th:5
2026-09-26T01:04:01Z,509663,en:3492|de:1616|fr:1344|ja:494|es:195|pt:66|ar:2|other:1|tl:0
2026-09-26T01:04:01Z,417892,en:4764|fr:1322|pt:152|ru:43|bg:24|pl:22|de:14|es:7|tr:5|cs:2
2026-09-26T01:04:01Z,779192097,en:5085|ja:1173|fr:46|es:41|it:24|de:19|pt:10|zh:4|other:1
2026-09-26T01:04:01Z,670138298,en:6256|pt:0|hu:0
2026-09-26T01:04:01Z,31339,en:5078|es:476|de:288|pt:263|fr:164|ru:72|ja:12|zh:8|th:2|it:1
2026-09-26T01:04:01Z,401587136,en:3652|pt:693|ru:479|es:438|de:148|fr:59|zh:42|tr:24|ja:22|hu:14
2026-09-26T01:04:01Z,23020,en:3342|es:1226|pt:446|fr:70|ar:62|de:42|ru:38|pl:6|da:4|tl:3
2026-09-26T01:04:01Z,11557,en:5653|pt:226|es:46|ja:30|fr:10|de:4
2026-09-26T01:04:01Z,461221,es:4344|en:1445|hi:11|pt:1
2026-09-26T01:04:01Z,515024,en:4114|pt:533|de:464|fr:136|es:124|ja:92|ru:37|pl:29|zh-hk:9|uk:8
2026-09-26T01:04:01Z,386821,en:2525|pt:1230|zh:500|es:367|ru:285|ja:219|ro:195|th:82|tr:70|de:27
2026-09-26T01:04:01Z,66082,en:4188|pt:235|es:167|ru:121|fr:60|other:54|zh:35|hu:32|ja:31|ar:22
2026-09-26T01:04:01Z,24241,en:3896|ja:412|zh:279|pt:115|fr:76|es:46|de:38
2026-09-26T01:04:01Z,488190,en:3965|pt:362|de:130|ru:126|es:122|hu:10|fr:3|zh:1
2026-09-26T01:04:01Z,417528,pt:1986|es:1342|en:1193|fr:124|ru:71|ja:12|pl:8|de:7
2026-09-26T01:04:01Z,1282866981,en:3316|zh:287|pt:162|de:118|es:116|ru:102|ja:102|fr:15|ko:1
