ts,game_id,langs_top10
2026-09-11T00:09:22Z,743893402,en:208158|pt:28845|de:9332|ru:8650|es:6424|fr:5922|zh:3632|ja:1776|pl:568|it:568
2026-09-11T00:09:22Z,509658,en:114057|pt:37076|es:32614|ru:18349|de:16901|fr:10787|it:2989|zh:2361|ja:2155|ko:1633
2026-09-11T00:09:22Z,32982,en:144714|fr:26992|pt:10705|it:6700|de:6109|ru:1546|nl:714|es:649|sv:50|bg:40
2026-09-11T00:09:22Z,21779,en:29580|es:10211|de:8089|pt:6708|fr:2490|ja:1465|ru:629|zh:481|el:462|pl:296
2026-09-11T00:09:22Z,33214,en:48245|es:4991|pt:3345|fr:762|it:555|ru:383|de:381|ar:252|no:104|cs:32
2026-09-11T00:09:22Z,516575,en:18699|fr:11113|pt:10500|es:6041|de:5261|ja:2163|ru:1382|ar:577|zh:199|pl:121
2026-09-11T00:09:22Z,32399,pt:12914|en:12540|ru:10238|pl:2418|es:1897|fr:622|de:337|da:272|sv:96|fi:76
2026-09-11T00:09:22Z,27471,en:16583|pt:8226|es:7215|de:593|fr:338|ru:182|zh:155|ja:118|it:55|ar:52
2026-09-11T00:09:22Z,29595,ru:23648|en:6137|pt:1456|es:305|uk:135|de:37|fr:11|tr:3|other:2|ko:1
2026-09-11T00:09:22Z,498566,en:9182|de:7013|es:5169|pt:3676|el:1245|fr:383|fi:249|no:242|other:154|th:5
2026-09-11T00:09:22Z,511224,en:23704|ja:1293|es:632|zh:357|fr:286|ru:153|pt:115|de:101|tr:98|it:57
2026-09-11T00:09:22Z,509672,en:19754|es:968|ru:889|pt:384|de:354|ja:272|da:259|fr:196|no:123|nl:77
2026-09-11T00:09:22Z,491487,en:11905|pt:3199|es:2750|ar:1287|ru:1193|fr:392|ja:301|de:298|zh:66|it:57
2026-09-11T00:09:22Z,902998079,en:18608|es:1732|pt:1347|ru:365|de:299|fr:269|ar:151|it:39|ja:20|tr:7
2026-09-11T00:09:22Z,508455,en:12667|de:3174|pt:2259|es:1395|fr:1040|pl:711|ru:422|ja:111|uk:90|cs:36
2026-09-11T00:09:22Z,512710,en:8485|fr:1550|es:1419|pt:805|de:265|it:146|ar:75|nl:30|uk:6|tl:4
2026-09-11T00:09:22Z,327598602,en:16998|fr:961|pt:631|de:289|ru:213|it:191|es:188|ar:134|ja:123|zh:96
2026-09-11T00:09:22Z,515025,en:14582|es:940|pt:925|ja:701|ar:379|ru:213|fr:210|it:89|de:58|zh:50
2026-09-11T00:09:22Z,1264310518,en:12575|pt:3964|es:677|ar:271|ru:165|nl:50|ja:41|fr:26|hu:21|de:20
2026-09-11T00:09:22Z,29452,pt:13962|en:3620|ru:724|es:390
2026-09-11T00:09:22Z,1357871551,en:6711|pl:3712|zh:1826|it:1463|de:979|fr:735|ru:733|pt:490|es:303|ar:220
2026-09-11T00:09:22Z,13332,en:13450|it:2253|de:32|es:17|pt:11|fr:1
2026-09-11T00:09:22Z,499973,en:15024|de:1937|es:1385|fr:1008|ja:258|pt:40|ru:4|bg:4|ca:2|sk:1
2026-09-11T00:09:22Z,19619,pt:14861|es:593|en:551|pl:4|other:4|de:1
2026-09-11T00:09:22Z,513143,en:8217|pt:2532|es:1368|fr:651|zh:481|ja:466|it:221|de:134|no:95|ru:65
2026-09-11T00:09:22Z,602040818,en:13504|fr:55|de:41|es:36|pt:35|it:30|ar:6|ja:3|nl:2|zh:1
2026-09-11T00:09:22Z,18122,en:9228|pt:1421|ru:792|es:629|de:626|fr:414|sv:78|other:39|ro:35|el:19
2026-09-11T00:09:22Z,138585,en:7735|ru:2073|zh:1224|fr:992|pt:701|uk:296|de:266|es:263|ja:125|it:83
2026-09-11T00:09:22Z,460630,en:9898|pt:1094|de:176|es:167|fr:104|it:51|ar:29|tr:22|zh:11|pl:11
2026-09-11T00:09:22Z,509659,en:11289|fr:213|es:110|de:106|ja:80|it:74|fi:60|pt:20|other:8|ru:3
2026-09-11T00:09:22Z,458781,en:7577|es:2766|pt:874|de:119|fr:90|ru:37|ar:4|pl:1
2026-09-11T00:09:22Z,509663,en:6380|de:4266|fr:580|pt:45|ar:3|es:1|tl:0
2026-09-11T00:09:22Z,458353,en:10162|pt:5|fr:4|es:0
2026-09-11T00:09:22Z,509660,en:7875|es:663|pt:250|ja:233|de:145|ru:135|zh:121|fr:99|th:23|it:4
2026-09-11T00:09:22Z,1702520304,en:6987|ru:1055|pt:871|zh:229|es:127|de:101|ja:53|th:42|fr:32|tr:12
2026-09-11T00:09:22Z,10609,en:8397|other:500|es:9|pt:1
2026-09-11T00:09:22Z,512953,en:7392|pt:307|de:191|da:128|fr:122|pl:70|es:67|zh:59|fi:29|ar:21
2026-09-11T00:09:22Z,417528,en:4125|pt:2078|es:2078|fr:347|ru:77|zh:24|tr:7|de:6|pl:4
2026-09-11T00:09:22Z,1441208453,en:7292|pt:312|es:190|ja:186|fr:110|de:108|zh:47|ru:40|ar:31|other:5
2026-09-11T00:09:22Z,491931,ja:3511|en:3457|it:286|ru:223|de:154|es:142|pl:84|pt:58|fr:48|tr:23
2026-09-11T00:09:22Z,590993568,en:7790|pt:44|es:26
2026-09-11T00:09:22Z,2132205352,en:7248|ru:302|pt:290|es:113|ja:27|fr:5|fi:2|uk:1|de:1
2026-09-11T00:09:22Z,464339927,en:5963|es:610|ru:235|de:216|ar:145|fr:142|pt:126|it:99|ja:12|pl:6
