ts,game_id,game_name,igdb_id,viewers,channels
2026-09-23T01:28:30Z,509658,Just Chatting,,312504,4835
2026-09-23T01:28:30Z,32982,Grand Theft Auto V,1020,174751,2943
2026-09-23T01:28:30Z,18122,World of Warcraft,123,105254,2346
2026-09-23T01:28:30Z,33214,Fortnite,1905,71948,5198
2026-09-23T01:28:30Z,1960720223,SILENT HILL: townfall,222342,62650,756
2026-09-23T01:28:30Z,27471,Minecraft,135400,54695,2633
2026-09-23T01:28:30Z,21779,League of Legends,115,44399,2216
2026-09-23T01:28:30Z,516575,VALORANT,126459,42220,3101
2026-09-23T01:28:30Z,32399,Counter-Strike,,41218,1223
2026-09-23T01:28:30Z,743893402,WARDOGS,388285,37901,1993
2026-09-23T01:28:30Z,123184772,EA Sports FC 27,408819,28896,1170
2026-09-23T01:28:30Z,508455,Valheim,104967,27295,764
2026-09-23T01:28:30Z,509672,IRL,,26801,437
2026-09-23T01:28:30Z,515025,Overwatch,125174,23448,1798
2026-09-23T01:28:30Z,1264310518,Marvel Rivals,294041,23265,2231
2026-09-23T01:28:30Z,491487,Dead by Daylight,18866,22132,2199
2026-09-23T01:28:30Z,488190,Poker,,23073,57
2026-09-23T01:28:30Z,29595,Dota 2,,20891,526
2026-09-23T01:28:30Z,511224,Apex Legends,114795,19420,1998
2026-09-23T01:28:30Z,498566,Slots,,19537,93
2026-09-23T01:28:30Z,30921,Rocket League,11198,18587,1034
2026-09-23T01:28:30Z,29452,Virtual Casino,45517,18097,40
2026-09-23T01:28:30Z,499973,Always On,,15846,460
2026-09-23T01:28:30Z,509659,ASMR,,15222,174
2026-09-23T01:28:30Z,1338428218,CONTROL Resonant,225582,14913,291
2026-09-23T01:28:30Z,2132205352,Deadlock,301298,14903,399
2026-09-23T01:28:30Z,793000569,Meat Grinder,391149,14597,1
2026-09-23T01:28:30Z,512710,Call of Duty: Warzone,131800,13861,2051
2026-09-23T01:28:30Z,513181,Genshin Impact,119277,12775,134
2026-09-23T01:28:30Z,19619,Tibia,9596,11978,720
2026-09-23T01:28:30Z,602040818,NBA 2K27,408823,10378,2468
2026-09-23T01:28:30Z,509660,Art,,10146,690
2026-09-23T01:28:30Z,491931,Escape from Tarkov,15536,9636,433
2026-09-23T01:28:30Z,513143,Teamfight Tactics,120176,9464,158
2026-09-23T01:28:30Z,779192097,Fire Emblem: Fortune's Weave,366896,9488,404
2026-09-23T01:28:30Z,518588683,Million to One,366711,8306,13
2026-09-23T01:28:30Z,460630,Rainbow Six Siege,7360,7502,1562
2026-09-23T01:28:30Z,539102438,Watch Your Plastic Duck,218659,8101,6
2026-09-23T01:28:30Z,512953,ELDEN RING,119133,7538,515
2026-09-23T01:28:30Z,138585,Hearthstone,1279,7281,106
2026-09-23T01:28:30Z,515024,Diablo IV,125165,7087,381
2026-09-23T01:28:30Z,27284,Retro,,6909,339
2026-09-23T01:28:30Z,902998079,Halloween: The Game,362096,6986,714
2026-09-23T01:28:30Z,464339927,ARC Raiders,185258,6745,801
2026-09-23T01:28:30Z,2106755390,Graveyard Keeper II,397817,6828,320
2026-09-23T01:28:30Z,1669431183,DJs,,6495,214
2026-09-23T01:28:30Z,26936,Music,,5652,510
2026-09-23T01:28:30Z,263490,Rust,3277,6244,178
2026-09-23T01:28:30Z,670138298,Madden NFL 27,400379,5829,1283
2026-09-23T01:28:30Z,499003,VRChat,33615,5917,189
2026-09-23T01:28:30Z,75101830,Marvel's Wolverine,168667,5654,926
2026-09-23T01:28:30Z,1441208453,Once Human,204538,5794,629
2026-09-23T01:28:30Z,23020,ROBLOX,17269,5256,1832
2026-09-23T01:28:30Z,498592,I'm Only Sleeping,71001,5336,166
2026-09-23T01:28:30Z,401587136,Arena Breakout: Infinite,298915,5109,336
2026-09-23T01:28:30Z,459931,Old School RuneScape,79824,5175,190
2026-09-23T01:28:30Z,24241,FINAL FANTASY XIV ONLINE,386,4821,663
2026-09-23T01:28:30Z,509663,Special Events,,4749,103
2026-09-23T01:28:30Z,417528,Albion Online,19698,4554,120
2026-09-23T01:28:30Z,272263131,"Animals, Aquariums, and Zoos",,4622,283
2026-09-23T01:28:30Z,27546,World of Tanks,1184,4521,65
2026-09-23T01:28:30Z,1357871551,The Blood of Dawnwalker,282831,3489,268
2026-09-23T01:28:30Z,31339,Project Zomboid,3189,4379,258
2026-09-23T01:28:30Z,13332,Pokémon FireRed/LeafGreen,,4157,99
2026-09-23T01:28:30Z,497057,Destiny 2,25657,4127,410
2026-09-23T01:28:30Z,386821,Black Desert,6292,4044,168
2026-09-23T01:28:30Z,66082,Games + Demos,,3788,870
2026-09-23T01:28:30Z,499634,Crypto,76760,3863,112
2026-09-23T01:28:30Z,417892,Z1: Battle Royale,18094,3702,87
2026-09-23T01:28:30Z,2012789438,Call of Duty: Black Ops 7,348220,3688,625
2026-09-23T01:28:30Z,11557,The Legend of Zelda: Ocarina of Time,1029,3746,125
2026-09-23T01:28:30Z,490377,Sea of Thieves,11137,3678,235
2026-09-23T01:28:30Z,55453844,Street Fighter 6,191692,3453,154
2026-09-23T01:28:30Z,460951,Geometry Dash,11642,5153,167
2026-09-23T01:28:30Z,538054672,TEKKEN 8,217590,3354,156
2026-09-23T01:28:30Z,957103328,Grand Theft Auto: Vice City - The Definitive Edition,178125,3314,10
2026-09-23T01:28:30Z,1267582829,Aniimo,348202,3194,137
2026-09-23T01:28:30Z,12924,Warcraft III,,3109,51
2026-09-23T01:28:30Z,502829,R2 Online: Reign of Revolution,91269,3014,19
2026-09-23T01:28:30Z,13389,Age of Empires II,,2835,52
2026-09-23T01:28:30Z,327598602,Onimusha: Way of the Sword,325602,2886,368
2026-09-23T01:28:30Z,1987896617,Dune: Awakening,214394,2894,465
2026-09-23T01:28:30Z,417752,Talk Shows & Podcasts,,2901,403
2026-09-23T01:28:30Z,766571430,HELLDIVERS 2,250616,2586,518
2026-09-23T01:28:30Z,493959,Red Dead Redemption II,25076,2592,378
2026-09-23T01:28:30Z,1435206302,Slay the Spire II,296831,2677,63
2026-09-23T01:28:30Z,1494,Call of Duty,621,2481,1866
2026-09-23T01:28:30Z,500188,Hunt: Showdown 1896,7291,2635,251
2026-09-23T01:28:30Z,509667,Food & Drink,,2615,30
2026-09-23T01:28:30Z,1702520304,Path of Exile 2,125642,2482,161
2026-09-23T01:28:30Z,65632,DayZ,2117,2252,211
2026-09-23T01:28:30Z,2124871354,RuneScape: Dragonwilds,337712,2452,589
2026-09-23T01:28:30Z,66170,Warframe,2903,2604,297
2026-09-23T01:28:30Z,2143844298,BioShock 2 Remastered,34294,2553,4
2026-09-23T01:28:30Z,1820839024,MECCHA CHAMELEON,405028,1780,63
2026-09-23T01:28:30Z,1230742965,TCG Card Shop Simulator,309862,2477,73
2026-09-23T01:28:30Z,1678532194,EA Sports College Football 27,400601,2149,1167
2026-09-23T01:28:30Z,421472783,Normal Golf Game,355571,2428,22
2026-09-23T01:28:30Z,509511,Marbles on Stream,116975,2424,96
2026-09-23T01:28:30Z,518203,Sports,,2356,160
2026-09-23T06:21:52Z,509658,Just Chatting,,124322,2668
2026-09-23T06:21:52Z,32982,Grand Theft Auto V,1020,93704,1214
2026-09-23T06:21:52Z,18122,World of Warcraft,123,51623,849
2026-09-23T06:21:52Z,516575,VALORANT,126459,37916,1989
2026-09-23T06:21:52Z,21779,League of Legends,115,35514,1205
2026-09-23T06:21:52Z,743893402,WARDOGS,388285,34166,960
2026-09-23T06:21:52Z,1960720223,SILENT HILL: townfall,222342,27412,411
2026-09-23T06:21:52Z,511224,Apex Legends,114795,26089,1615
2026-09-23T06:21:52Z,32399,Counter-Strike,,19117,603
2026-09-23T06:21:52Z,33214,Fortnite,1905,17350,2541
2026-09-23T06:21:52Z,499973,Always On,,18517,467
2026-09-23T06:21:52Z,515025,Overwatch,125174,14298,1096
2026-09-23T06:21:52Z,509672,IRL,,14837,387
2026-09-23T06:21:52Z,491487,Dead by Daylight,18866,14119,1138
2026-09-23T06:21:52Z,513181,Genshin Impact,119277,14477,1058
2026-09-23T06:21:52Z,29595,Dota 2,,13896,433
2026-09-23T06:21:52Z,1264310518,Marvel Rivals,294041,13671,1255
2026-09-23T06:21:52Z,123184772,EA Sports FC 27,408819,13556,482
2026-09-23T06:21:52Z,498566,Slots,,12269,54
2026-09-23T06:21:52Z,1267582829,Aniimo,348202,12095,974
2026-09-23T06:21:52Z,602040818,NBA 2K27,408823,11447,1393
2026-09-23T06:21:52Z,494099,Kingdom Hearts HD 1.5 + 2.5 ReMIX,,11271,87
2026-09-23T06:21:52Z,509659,ASMR,,11281,167
2026-09-23T06:21:52Z,2106755390,Graveyard Keeper II,397817,10676,161
2026-09-23T06:21:52Z,27471,Minecraft,135400,9548,1352
2026-09-23T06:21:52Z,29452,Virtual Casino,45517,9491,23
2026-09-23T06:21:52Z,512710,Call of Duty: Warzone,131800,9763,984
2026-09-23T06:21:52Z,513143,Teamfight Tactics,120176,9351,108
2026-09-23T06:21:52Z,30921,Rocket League,11198,8719,450
2026-09-23T06:21:52Z,491931,Escape from Tarkov,15536,8740,341
2026-09-23T06:21:52Z,498592,I'm Only Sleeping,71001,8545,215
2026-09-23T06:21:52Z,509663,Special Events,,6466,71
2026-09-23T06:21:52Z,1338428218,CONTROL Resonant,225582,7621,177
